State,Well Name,Depth (m),Porosity (%),Permeability_h (md),Permeability_v (md),Lithology (major),Well Classification,Longitude,Latitude,Onshore/Offshore,Decision
Tasmania,Cormorant 1,2777.2,13.3,0.6,0.3,sandstone,Exploration,145.5266,39.5730,Offshore,Non-Acceptable
Tasmania,Cormorant 1,2778.1,13.7,0.7,0.4,sandstone,Exploration,145.5266,39.5730,Offshore,Non-Acceptable
Tasmania,Cormorant 1,2779.5,14.0,0.0,0.2,sandstone,Exploration,145.5266,39.5730,Offshore,Non-Acceptable
Victoria,Kingfish 4,2263.0,10.9,0.1,0.1,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2264.1,23.1,133.0,162.0,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2264.5,10.5,0.3,0.1,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2265.4,14.8,0.1,0.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2268.6,18.0,2.9,0.0,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2269.8,26.1,30.0,0.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2271.8,15.9,3.3,1.4,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2273.4,16.1,3.1,2.4,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2274.6,9.8,0.7,0.1,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2276.4,16.4,3.5,2.1,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2277.2,15.8,7.5,0.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2278.4,9.0,5.4,1.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2279.7,6.4,0.4,0.1,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2280.5,21.4,0.1,0.1,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2282.3,26.4,59.0,12.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2283.9,26.2,0.0,30.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2285.1,20.2,41.0,69.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2286.0,20.1,45.0,18.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2287.6,19.1,15.0,5.6,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2288.7,19.5,6.7,1.2,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2289.8,17.0,0.3,5.8,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2290.6,20.4,43.0,18.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2292.2,16.7,21.0,1.8,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2295.6,15.9,14.0,1.4,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2296.5,19.4,4.6,20.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2298.2,9.9,0.5,0.1,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2299.3,15.5,6.7,0.2,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2300.1,10.9,0.1,0.1,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2303.4,21.9,590.0,86.0,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2305.2,24.2,770.0,606.0,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2306.9,10.5,3.1,0.1,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2307.5,11.2,0.1,4.6,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2308.8,25.0,1650.0,344.0,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2310.3,18.4,78.0,9.3,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2311.6,19.9,173.0,171.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2313.1,15.5,112.0,11.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2314.4,22.7,236.0,67.0,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2315.8,20.5,94.0,23.0,sandstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2318.1,12.7,0.0,0.1,shale,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2319.6,22.4,181.0,1.8,sandstone,Exploration,148.0969,38.5987,Offshore,Acceptable
Victoria,Kingfish 4,2930.5,10.5,0.1,0.0,shale,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Kingfish 4,2932.1,11.0,0.1,0.0,siltstone,Exploration,148.0969,38.5987,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2453.2,15.6,287.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2453.7,23.1,746.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2454.4,19.4,543.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2456.0,21.6,505.0,471.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2456.5,17.3,86.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2457.3,22.6,1605.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2458.5,20.8,536.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2465.1,18.3,101.0,45.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2467.0,14.3,6.8,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2472.7,19.9,141.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2476.2,21.1,747.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2479.0,9.0,1.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2481.4,19.1,118.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2484.3,21.8,325.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2485.8,24.3,953.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Acceptable
Victoria,Mackerel 1A,2487.5,18.5,1063.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2493.7,19.0,1048.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2496.8,18.8,585.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2498.1,16.3,137.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2503.9,16.3,50.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2507.6,15.1,68.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2509.9,14.4,46.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2511.6,18.5,152.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2514.5,19.8,121.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2520.3,19.7,121.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2521.2,19.6,162.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2523.6,11.2,0.4,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Mackerel 1A,2526.0,14.7,16.0,0.0,sandstone,Development,148.3417,38.4808,Offshore,Non-Acceptable
Victoria,Snapper 1,1246.8,13.7,3.5,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1250.1,16.2,0.0,21.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1256.2,14.1,0.6,18.0,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1258.7,12.1,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1264.8,14.2,5.1,0.1,claystone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1269.0,15.1,0.0,0.6,claystone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1289.8,16.3,5.7,0.4,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1293.1,23.0,169.0,1.2,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1296.2,12.3,14.4,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1298.0,16.9,10.3,0.5,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1301.3,15.3,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1321.5,7.6,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1325.1,16.4,0.2,0.1,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1326.6,19.4,3.9,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1334.0,16.4,0.0,0.1,claystone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1337.0,7.0,0.0,0.1,claystone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1338.8,20.2,0.0,0.3,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1356.5,14.4,0.0,0.1,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1359.3,17.2,7.0,0.1,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1372.4,14.1,78.5,2.2,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1374.2,29.4,2639.0,762.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1377.8,13.4,226.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1386.7,26.4,277.0,107.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1396.1,19.3,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1398.3,19.7,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1405.0,23.1,938.0,0.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1408.0,25.8,763.0,599.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1411.4,26.9,1037.0,176.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1415.9,28.3,187.0,43.0,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1795.1,9.9,0.0,0.1,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,1798.0,21.5,123.0,3.7,sandstone,Exploration,148.0136,38.2008,Offshore,Acceptable
Victoria,Snapper 1,1801.5,18.2,1.3,0.5,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2056.9,10.3,0.1,0.1,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2362.7,7.9,0.2,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2365.4,4.4,0.0,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2368.1,5.2,0.1,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2581.5,2.7,0.1,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2584.6,4.8,0.1,0.1,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2587.6,2.2,0.1,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2816.5,14.8,2.8,1.4,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2819.6,0.8,0.1,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2822.6,1.0,0.1,0.1,siltstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2825.3,8.8,0.9,0.1,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,2828.7,1.7,5.4,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3014.6,1.7,0.3,1.3,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3167.6,2.5,0.4,0.1,shale,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3170.1,8.3,0.3,0.2,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3173.1,11.4,2.1,1.0,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3196.0,11.6,1.4,0.5,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3347.5,7.8,0.1,0.1,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Victoria,Snapper 1,3353.0,10.1,0.3,0.2,sandstone,Exploration,148.0136,38.2008,Offshore,Non-Acceptable
Western Australia,Angel 1,2662.3,18.6,341.0,128.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,2663.2,18.6,727.0,644.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,2664.5,18.1,150.0,154.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,2665.4,19.4,632.0,0.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,2666.0,19.0,518.0,365.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,2666.6,19.9,267.0,366.0,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 1,3408.7,9.3,0.1,0.1,sandstone,Exploration,116.5967,19.5056,Onshore,Non-Acceptable
Western Australia,Angel 2,2702.3,20.9,423.0,91.0,sandstone,Exploration,116.6569,19.4662,Onshore,Acceptable
Western Australia,Angel 2,2703.2,17.7,251.0,204.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2703.6,19.5,288.0,385.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2704.6,17.8,240.0,186.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2705.4,20.0,266.0,248.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2706.3,4.8,49.0,0.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2747.0,18.1,20.0,6.1,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2748.8,19.7,2458.0,2226.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2749.2,19.3,2709.0,2372.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2749.9,20.0,3084.0,2035.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2750.5,15.5,2506.0,1652.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2751.1,14.5,952.0,509.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2751.4,16.7,862.0,756.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2752.9,13.1,296.0,263.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,2753.9,11.0,40.0,113.0,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,4392.7,1.3,0.3,0.7,shale,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,4395.7,5.7,0.1,0.1,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Angel 2,4396.5,6.7,0.0,0.1,sandstone,Exploration,116.6569,19.4662,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,123.1,26.0,0.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,140.5,18.0,0.0,0.0,limestone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,186.2,13.0,0.0,0.0,limestone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,665.4,26.0,2.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,668.4,25.0,1.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,882.4,34.5,0.0,12.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,920.2,24.0,0.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1188.1,17.0,3.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1261.3,22.0,89.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1423.4,22.0,0.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1556.0,23.5,341.0,277.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1681.0,24.5,444.0,739.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1807.8,11.5,0.0,0.0,shale,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1891.6,21.5,184.0,164.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1892.5,22.5,330.0,299.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1894.9,21.0,286.0,281.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1899.8,21.5,134.0,81.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1901.0,21.0,261.0,280.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,1982.4,16.5,0.0,0.0,shale,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,1996.4,13.5,0.0,0.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2037.6,19.5,0.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2059.8,30.0,31.0,32.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2061.7,30.0,172.0,141.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,2066.8,17.5,0.0,0.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2071.7,17.5,0.0,0.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2075.1,25.0,22.0,19.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2083.9,28.5,108.0,93.0,sandstone,Exploration,115.3939,20.8183,Onshore,Acceptable
Western Australia,Barrow Island 1,2086.4,29.0,63.0,28.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2092.8,30.0,94.0,83.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2097.0,26.0,10.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2222.0,13.0,0.0,0.0,shale,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2359.2,16.0,0.0,0.0,sandstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2404.3,17.5,0.0,0.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2598.4,13.0,0.0,0.0,siltstone,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Western Australia,Barrow Island 1,2834.6,14.0,0.0,0.0,shale,Exploration,115.3939,20.8183,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,2011.2,4.0,0.0,0.0,limestone,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,2267.1,7.0,0.0,0.0,limestone,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,2632.9,15.0,0.0,0.0,shale,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,2878.6,13.0,0.0,0.0,shale,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,2973.7,14.0,0.0,0.0,shale,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,3229.7,13.0,0.0,0.0,shale,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Muabu 1 ,3456.8,13.0,0.0,0.0,shale,Exploration,144.6697,7.3811,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,129.5,34.0,80.0,170.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,221.6,21.0,26.0,33.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,259.7,42.5,293.0,313.0,limestone,Exploration,142.9883,8.5544,Onshore,Acceptable
Papua New Guinea,Mutare 1 ,359.7,40.5,720.0,440.0,limestone,Exploration,142.9883,8.5544,Onshore,Acceptable
Papua New Guinea,Mutare 1 ,463.9,13.5,0.0,0.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,566.8,14.5,0.0,0.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,616.0,18.0,0.0,0.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,673.5,22.0,2.0,4.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,738.4,28.5,8.0,5.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,801.4,22.5,9.0,6.0,limestone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,802.8,10.5,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,842.2,27.5,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,877.2,27.5,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,951.9,34.0,7.0,5.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,958.9,29.0,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,989.7,20.5,0.0,0.0,shale,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,991.5,26.0,4.0,0.0,siltstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1068.0,23.0,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1111.0,28.0,0.0,128.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1239.1,27.5,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1297.2,18.0,0.0,0.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1344.8,29.0,88.0,18.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1360.9,22.5,41.0,123.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Mutare 1 ,1362.9,24.0,58.0,9.0,sandstone,Exploration,142.9883,8.5544,Onshore,Non-Acceptable
Papua New Guinea,Wuroi 1 ,805.0,10.0,16.0,0.0,sandstone,Exploration,143.0389,8.8144,Onshore,Non-Acceptable
Papua New Guinea,Wuroi 1 ,806.8,23.5,36.0,0.0,sandstone,Exploration,143.0389,8.8144,Onshore,Non-Acceptable
Papua New Guinea,Wuroi 1 ,928.7,6.5,3.0,1.0,sandstone,Exploration,143.0389,8.8144,Onshore,Non-Acceptable
